Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU	E-1	E-10	E-2	E-3	E-4	E-5	E-6	E-7	E-8	E-9	H-1	H-10	H-2	H-3	H-4	H-5	H-6	H-7	H-8	H-9	SAH-1	SAH-10	SAH-2	SAH-3	SAH-4	SAH-5	SAH-6	SAH-7	SAH-8	SAH-9	Shared
ASV_2629	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2629	0	0	0	0	0	0.0128066936318716	0	0	0	0	0.00291942390035033	0	0.011571953442174	0.0316312697695436	0.0124489310895078	0.0048877647030072	0	0	0	0	0	0	0.0089361511996783	0.0173468060193417	0.0150138011479783	0	0	0.0203857613297789	0	0.0139261219231974	Rhizhomorph_Soil associated
ASV_2648	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2648	0	0	0	0	0	0	0	0	0	0	0.0145971195017517	0	0	0	0	0	0	0	0	0	0.0963139120095125	0	0	0	0.00461963112245487	0	0	0	0	0.0191484176443965	Non-core
ASV_986	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_986	0.0076817698797803	0	0	0	0	0	0.00313466521775474	0	0.0651321531387185	0.00608912742803956	0.00291942390035033	0	0	0.0112968820605513	0.00565860504068537	0	0.0065364603759772	0.0225246967210477	0.0695160783961968	0.00490229721647564	0.00356718192627824	0.0311587147030185	0	0.0477037165531896	0.0103941700255235	0.0108786307430105	0.00687597123093637	0.0360671161988396	0.10777825004554	0	Rhizhomorph_Soil associated
ASV_2693	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2693	0	0.00602720277519203	0.00505759334420716	0	0	0	0.00313466521775474	0.0943259323755623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_1426	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1426	0	0	0	0	0	0.0032016734079679	0	0	0	0	0	0	0.00867896508163049	0.0225937641211026	0.00905376806509659	0	0	0	0	0	0.00475624256837099	0	0.0268084535990349	0.0173468060193417	0.100476976913393	0.0785678886995201	0.00412558273856182	0.0156813548690607	0	0	Soil associated
ASV_2020	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375411612017462	0.011212270709064	0	0	0.0181759169100941	0	0	0	0	0.0055007769847491	0.14740473576917	0	0	Non-core
ASV_1205	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		ASV_1205	0	0	0	0	0.00517631090073561	0.0426889787729053	0	0	0	0	0	0.00168215652466462	0	0.0271125169453231	0.0475322823417571	0.012219411757518	0	0	0	0	0.00475624256837099	0.0259655955858487	0	0.057822686731139	0.0473512190051624	0.0278009452321379	0	0.0297945742512153	0.018216042261218	0.00522229572119904	Soil associated
ASV_212	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		ASV_212	0.129309792976302	0.00401813518346136	0.147934605318059	0.0944575088799898	0	0.0256133872637432	0.020897768118365	0	0.00390792918832311	0.0287058864464722	0.128454651615415	0	0.138863441306088	0.0971531857207411	0.0045268840325483	0.0293265882180432	0.256229246738306	0.0461219980478596	0.005606135354532	0.0696126204739541	0.131985731272295	0.00908795845504706	0.110584871096019	0.119982074967113	0.0103941700255235	0.0253834717336911	0.170524086527222	0.0329308452250274	0	0.153187341155172	Core
ASV_531	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		ASV_531	0.043530029318755	0	0	0.0216465124516643	0	0	0	0.00414619482969505	0.0429872210715542	0	0.0428182172051382	0	0.0106076239886595	0.0225937641211026	0	0.0024438823515036	0.0222239652783225	0.0471946026536238	0.0740009866798224	0	0.0523186682520809	0.00259655955858487	0.0100531700996381	0.0737239255822022	0	0.0253834717336911	0.0316294676623073	0.0580210130155245	0.183678426133949	0.0731121400967866	Rhizhomorph_Soil associated
ASV_852	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		ASV_852	0	0	0.00379319500815537	0	0	0.0234789383250979	0	0	0.0169343598160668	0	0.0253016738030362	0	0.011571953442174	0.0564844103027564	0.0588494924231278	0.006109705878759	0	0.0107260460576418	0.016818406063596	0	0.0309155766944114	0	0.021223359099236	0.054931552394582	0.0542806656888447	0.0108786307430105	0.0137519424618727	0.0987925356750823	0.0212520493047544	0	Rhizhomorph_Soil associated
ASV_2023	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		ASV_2023	0.0396891443788649	0	0	0	0	0.00426889787729053	0	0	0	0	0.0253016738030362	0	0.0298942130589495	0	0	0	0	0.0150164644806985	0	0	0.0166468489892985	0	0.0145212456994772	0	0	0	0.01512713670806	0.0188176258428728	0	0	Non-core
ASV_1137	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		ASV_1137	0	0	0	0	0	0	0	0	0.0286581473810361	0	0	0	0	0	0	0	0.0248385494287134	0.0396863704132746	0.0818495761761672	0	0	0.00389483933787731	0	0	0	0.00241747349844677	0.0495069928627419	0.0486122000940881	0.115368267654381	0	Soil associated
ASV_2729	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_soil	ASV_2729	0.0115226548196705	0	0	0	0	0	0	0	0.00260528612554874	0	0.00681198910081744	0	0	0	0	0	0.0065364603759772	0.0117986506634059	0.0100910436381576	0	0.00832342449464923	0.00649139889646219	0	0.0101189701779493	0.00692944668368231	0.00362621024767016	0.0192527194466218	0	0.0227700528265226	0.0104445914423981	Soil associated
ASV_1316	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1316	0.00384088493989015	0.00133937839448712	0	0	0	0	0	0.00414619482969505	0.010421144502195	0	0.0116776956014013	0	0.0106076239886595	0.0112968820605513	0.0045268840325483	0.0158852352847734	0	0	0.005606135354532	0	0.014268727705113	0.0311587147030185	0.0134042267995174	0.0245746418607341	0.0669846512755956	0.0386795759751484	0.0110015539694982	0.0250901677904971	0.00910802113060902	0.00522229572119904	Rhizhomorph_Soil associated
ASV_1484	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1484	0.00384088493989015	0	0	0	0	0.00747057128525843	0	0	0	0	0	0	0.00385731781405799	0.0723000451875282	0.00905376806509659	0	0	0	0	0	0.00594530321046373	0	0.015638264599437	0.0621593882359744	0.0600552045919133	0.0205485247367976	0	0.0470440646071821	0.0121440281741454	0	Soil associated
ASV_1540	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1540	0	0	0	0	0	0	0	0	0	0	0.00194628260023355	0	0	0.0158156348847718	0.0871425176265547	0.0158852352847734	0	0	0	0	0.00832342449464923	0	0	0.0057822686731139	0.081998452423574	0.0302184187305847	0	0.0109769484083425	0	0	Soil associated
ASV_693	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_693	0.0076817698797803	0.0033484459862178	0	0.0186947152991646	0.0149537870465695	0.0277478362023885	0	0	0	0	0.00583884780070066	0.00588754783632617	0.00867896508163049	0.0994125621328513	0.0328199092359751	0.048877647030072	0.011765628676759	0.00321781381729253	0.0179396331345024	0.00392183777318051	0.0130796670630202	0.0337552742616034	0.0122872078995577	0.0419214478800757	0.0404217723214801	0.0809853621979669	0.0192527194466218	0.0784067743453034	0.00455401056530451	0.0087038262019984	Core
ASV_1071	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1071	0.0409694393588283	0	0	0.0196786476833312	0	0.0170755915091621	0	0	0.0221449320671643	0	0.0311405216037369	0	0.013500612349203	0.079078174423859	0.00679032604882244	0	0.00784375245117264	0	0	0	0.0558858501783591	0	0.0111701889995979	0.0563771195628605	0.0196334322704332	0.0132961042414573	0.0137519424618727	0.0109769484083425	0	0	Rhizhomorph_Soil associated
ASV_1687	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1687	0.00384088493989015	0	0	0	0	0	0	0	0.0182370028788412	0.00173975069372559	0.00875827170105099	0	0	0.00677812923633077	0	0	0.00915104452636808	0.00643562763458506	0.0179396331345024	0	0.0237812128418549	0	0.00446807559983915	0.00867340300967084	0	0.0145048409906806	0.03025427341612	0.0141132193821546	0.0743821725666404	0.0191484176443965	Rhizhomorph_Soil associated
ASV_108	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_108	0.32903580985059	0	0.0379319500815537	0.0216465124516643	0	0.0138739181011942	0.0156733260887737	0.0145116819039327	0.209725533106673	0.0374046399151002	0.200467107824056	0	0.149471065294747	0.0745594215996385	0.0237661411708786	0	0.492849112348681	0.22095654878742	0.222002960039467	0.046081593834871	0.280618311533888	0.0246673158065563	0.258031365890711	0.0968530002746578	0.0254079711735018	0.0290096819813613	0.353424921270129	0.192880664889446	0.241362559961139	0.245447898896355	Core
ASV_1345	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1345	0	0	0	0.0501805515924946	0	0.00747057128525843	0	0	0	0	0.00973141300116777	0	0	0.0203343877089923	0	0	0.0313750098046906	0.00429041842305671	0.0044849082836256	0	0.0154577883472057	0	0.00223403779991957	0.0607138210676959	0.00923926224490974	0.015713577739904	0.0316294676623073	0.00784067743453034	0.0455401056530451	0.0104445914423981	Rhizhomorph_Soil associated
ASV_1127	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1127	0.0230453096393409	0	0	0	0	0	0	0	0	0.00173975069372559	0.0544959128065395	0	0.017357930163261	0.0180750112968821	0.00226344201627415	0.006109705878759	0.0339895939550814	0	0.0078485894963448	0	0.0868014268727705	0.00778967867575463	0.0100531700996381	0.0159012388510632	0.00577453890306859	0.00966989399378709	0.0343798561546818	0	0.018216042261218	0.0191484176443965	Rhizhomorph_Soil associated
ASV_1652	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1652	0	0	0	0	0	0	0	0	0	0.00260962604058838	0.0145971195017517	0	0.00578597672108699	0	0	0	0.0679791879101629	0	0	0.00490229721647564	0.00832342449464923	0.00908795845504706	0.00781913229971851	0.0057822686731139	0	0	0.0797612662788619	0	0	0.0591860181735891	Soil associated
ASV_441	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_441	0.0742571088378762	0.0033484459862178	0.00632199168025895	0	0	0.0064033468159358	0.0177631029006102	0	0	0	0.109964966913196	0.00252323478699693	0.107040569340109	0	0	0.0036658235272554	0.137265667895521	0.0171616736922268	0.0078485894963448	0.00490229721647564	0.0820451843043995	0.0259655955858487	0.083776417496984	0	0.00577453890306859	0.00604368374611693	0.158147338311537	0.0172494903559668	0.00759001760884085	0.0139261219231974	Core
ASV_2206	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2206	0	0	0	0	0	0	0	0	0.0208422890043899	0	0	0	0	0	0	0	0.00522916830078176	0.00750823224034924	0.0347580391980984	0	0	0.0129827977929244	0	0	0	0	0.00412558273856182	0.0172494903559668	0.0819721901754812	0.00696306096159872	Soil associated
ASV_2176	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_Acidobacteriaceae	ASV_2176	0	0	0	0	0	0	0	0	0.0390792918832311	0	0	0	0	0	0	0	0	0	0.0381217204108176	0	0	0	0	0.00289113433655695	0	0	0.00687597123093637	0	0.0956342218713947	0.0156668871635971	Non-core
ASV_835	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_835	0.0512117991985353	0	0	0	0	0.0256133872637432	0.00626933043550949	0	0	0	0.0428182172051382	0	0.0462878137686959	0	0	0.0171071764605252	0.0104583366015635	0.0150164644806985	0.0156971789926896	0	0.0570749108204518	0.0259655955858487	0.0558509449979894	0	0.00808435446429603	0.0193397879875742	0.0261286906775582	0.0360671161988396	0.0303600704353634	0	Rhizhomorph_Soil associated
ASV_360	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_360	0.120347728116558	0	0.0998874685480914	0.0373894305983293	0	0	0	0	0	0.00521925208117677	0.111911249513429	0	0.0771463562811599	0	0	0.0036658235272554	0.205244855805684	0	0.022424541418128	0	0.0903686087990487	0.0194741966893866	0.0592020016978687	0.0289113433655695	0.00461963112245487	0.0108786307430105	0.137519424618727	0	0.0106260246523772	0.087038262019984	Rhizhomorph_Soil associated
ASV_661	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_661	0.033287669479048	0	0	0	0	0.0373528564262921	0	0	0.0117237875649693	0.00260962604058838	0.00875827170105099	0.00168215652466462	0.0366445192335509	0.0158156348847718	0	0.0293265882180432	0.0143802128271498	0.0375411612017462	0.02803067677266	0.0107850538762464	0.0273483947681332	0.0194741966893866	0.0379786425986328	0	0.00808435446429603	0.0169223144891274	0.0385054388932437	0.205425748784695	0.0333960774788997	0.0261114786059952	Rhizhomorph_Soil associated
ASV_886	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_886	0.0243256046193043	0	0	0.0236143772199974	0	0.0181428159784848	0	0.00414619482969505	0.0221449320671643	0	0.0291942390035033	0.00252323478699693	0.0202509185238045	0	0.00565860504068537	0	0.032682301879886	0.0193068829037552	0.0437278557653496	0.00588275665977077	0.0321046373365042	0.0272638753651412	0.0134042267995174	0.0245746418607341	0.0150138011479783	0.00604368374611693	0.0398806331394309	0.00627254194762427	0.0409860950877406	0.0087038262019984	Core
ASV_1102	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_1102	0	0	0	0	0	0.0149411425705169	0	0	0	0	0	0	0	0.0225937641211026	0.0169758151220561	0.030548529393795	0	0	0	0	0	0.0376501135994807	0	0.0462581493849112	0.0912377146684837	0.113621254426998	0	0.021953896816685	0	0	Soil associated
ASV_1176	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_1176	0	0	0.0265523650570876	0	0	0	0	0	0	0	0.0145971195017517	0	0	0	0.00905376806509659	0	0.00784375245117264	0	0.0145759519217832	0	0.0273483947681332	0.062317429406037	0.0134042267995174	0.0130101045145063	0.0381119567602527	0.0326358922290314	0.0398806331394309	0.00470440646071821	0.0273240633918271	0.0365560700483933	Soil associated
ASV_1262	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_1262	0.0243256046193043	0	0	0	0.0212803892585797	0.0288150606717111	0	0	0	0	0.00875827170105099	0	0.00771463562811599	0.0474469046543154	0.0248978621790156	0	0	0	0	0	0.00713436385255648	0.0129827977929244	0.0134042267995174	0.0621593882359744	0.0427315878827076	0.0132961042414573	0.0055007769847491	0	0	0	Soil associated
ASV_2122	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5	uncultured_Acidobacteria	ASV_2122	0	0.00200906759173068	0	0	0	0	0	0	0.0130264306277437	0	0.00389256520046711	0	0	0	0	0	0.0392187622558632	0.00858083684611342	0.0358792662690048	0	0	0.0116845180136319	0	0	0	0	0.0261286906775582	0.00470440646071821	0.0333960774788997	0.0139261219231974	Soil associated
ASV_2646	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5	uncultured_Acidobacteria	ASV_2646	0	0	0	0	0	0	0	0	0.0729480115153647	0	0	0	0	0	0	0	0	0.00429041842305671	0.0213033143472216	0	0	0	0	0	0	0	0	0.00470440646071821	0.0212520493047544	0.0261114786059952	Non-core
ASV_2183	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_2183	0	0	0.103680663556247	0	0	0	0	0	0	0	0	0	0.001928658907029	0	0	0	0	0	0	0	0.0273483947681332	0	0.0134042267995174	0	0	0	0.0055007769847491	0.023522032303591	0	0.00522229572119904	Soil associated
ASV_588	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_588	0.0140832447795972	0	0	0.0226304448358309	0	0.0256133872637432	0.00522444202959124	0	0.0208422890043899	0	0.0214091086025691	0	0.00578597672108699	0.0225937641211026	0.0124489310895078	0.0586531764360864	0	0.00643562763458506	0.0134547248508768	0	0.0309155766944114	0.0843881856540084	0	0.0115645373462278	0.0404217723214801	0.131752305665349	0.0426310216318055	0.108201348596519	0.0546481267836541	0.00348153048079936	Core
ASV_1406	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_1406	0.0179241297194874	0	0.00885078835236253	0	0	0.00960502022390369	0	0.00310964612227129	0.00521057225109748	0.00173975069372559	0.0194628260023355	0	0.00482164726757249	0.0429281518300949	0	0	0.00784375245117264	0.0214520921152835	0.0134547248508768	0.00882413498965615	0.0225921521997622	0	0.0234573968991555	0.0202379403558986	0	0	0.01512713670806	0.0533166065548063	0.00303600704353634	0.0104445914423981	Core
ASV_2613	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_2613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121204320451352	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_2898	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_2898	0.0153635397595606	0	0	0	0	0	0	0	0	0	0.0165434021019852	0	0.0125362828956885	0.0225937641211026	0	0	0	0	0	0	0.0202140309155767	0.00259655955858487	0.0100531700996381	0.0057822686731139	0.0115490778061372	0.00483494699689355	0	0	0	0	Soil associated
ASV_1666	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_1666	0	0.00200906759173068	0.00379319500815537	0.0413251601349955	0	0	0	0	0	0	0	0	0.00771463562811599	0.0203343877089923	0	0.0036658235272554	0	0	0	0	0	0.0103862382343395	0.031276529198874	0.0448125822166327	0.0161687089285921	0.0423057862228185	0.00412558273856182	0	0	0.0174076524039968	Soil associated
ASV_432	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_432	0.0102423598397071	0	0	0.024598309604164	0.00517631090073561	0.0683023660366485	0	0	0	0	0.0214091086025691	0	0.0810036740952179	0.153637596023497	0.0497957243580313	0.138079352859953	0	0.00750823224034924	0.0067273624254384	0.0117655133195415	0.0225921521997622	0.0233690360272639	0.0692551717975068	0.0867340300967085	0.0311825100765704	0.101533886934764	0	0.0407715226595578	0.0197340457829862	0.0156668871635971	Rhizhomorph_Soil associated
ASV_1231	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_1231	0.00384088493989015	0.00200906759173068	0	0	0	0.0032016734079679	0	0	0	0	0	0.00672862609865848	0	0.0564844103027564	0.00905376806509659	0	0.00261458415039088	0.0439767888363313	0.0044849082836256	0	0	0.10645894190198	0	0.0679416569090883	0.0103941700255235	0	0	0.045475929120276	0.0136620316959135	0	Rhizhomorph_Soil associated
ASV_1831	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_1831	0	0.00200906759173068	0	0.0275501067566637	0	0.0064033468159358	0	0	0.0299607904438105	0.00173975069372559	0	0	0	0	0	0	0	0.00429041842305671	0.0269094497017536	0	0	0.0103862382343395	0	0.0419214478800757	0	0.00725242049534032	0	0	0.0667921549577995	0	Stipe
ASV_1172	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_1172	0.0204847196794141	0	0	0	0	0	0	0	0.0195396459416155	0	0.0233553912028026	0	0.0028929883605435	0.0338906461816539	0.00226344201627415	0	0.032682301879886	0.00965344145187759	0.0358792662690048	0	0.0202140309155767	0.0181759169100941	0.00670211339975872	0.0260202090290125	0.00346472334184115	0.00241747349844677	0.0536325756013037	0.023522032303591	0.0303600704353634	0.0226299481251958	Rhizhomorph_Soil associated
ASV_2157	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_2157	0	0.00133937839448712	0	0	0	0	0	0	0	0	0	0.0193448000336431	0.00482164726757249	0	0	0	0	0	0	0	0	0.141512495942876	0	0	0.00692944668368231	0	0	0	0	0	Non-core
ASV_1701	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5		ASV_1701	0.0217650146593775	0	0	0	0	0	0.0020897768118365	0	0	0.00782887812176515	0.00583884780070066	0	0	0	0.0497957243580313	0.0109974705817662	0	0.00429041842305671	0.0033636812127192	0.0068632161030659	0.00594530321046373	0.00778967867575463	0	0	0.0207883400510469	0.053184416965829	0.00825116547712364	0.00784067743453034	0.0106260246523772	0	Rhizhomorph_Soil associated
ASV_1501	Bacteria	Acidobacteriota	Subgroup_11	Subgroup_11	Subgroup_11	Subgroup_11		ASV_1501	0	0	0	0	0.0419856328615222	0	0	0	0	0	0	0	0.00482164726757249	0	0.0656398184719503	0.0342143529210504	0	0	0.005606135354532	0	0	0	0.00335105669987936	0	0.0392668645408664	0.0169223144891274	0	0	0	0	Non-core
ASV_1001	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales				ASV_1001	0	0	0.00632199168025895	0	0.021855534914217	0	0	0	0	0.0104385041623535	0.0107045543012845	0	0.0983616042584789	0	0	0	0	0	0	0.0401988371751003	0.0190249702734839	0	0.112818908895939	0.0057822686731139	0.00230981556122744	0	0	0	0	0.0226299481251958	Soil associated
ASV_2111	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales				ASV_2111	0	0	0	0	0	0	0	0	0.0534083655737491	0.00434937673431397	0	0	0	0	0	0	0.00784375245117264	0.0139438598749343	0.050455218190788	0	0	0.00519311911716975	0	0	0	0	0.0055007769847491	0	0.0394680915659724	0.00696306096159872	Non-core
ASV_1267	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales				ASV_1267	0.0217650146593775	0	0	0	0	0	0	0	0.0195396459416155	0	0.0253016738030362	0	0	0	0	0	0.00392187622558632	0.00214520921152835	0.0459703099071624	0	0.0344827586206897	0.0129827977929244	0.00446807559983915	0.0101189701779493	0	0	0.0673845180631764	0.021953896816685	0.0637561479142632	0.0087038262019984	Soil associated
ASV_2655	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales				ASV_2655	0	0.00200906759173068	0.00505759334420716	0.0423090925191621	0	0	0	0	0.00651321531387185	0	0	0	0	0	0	0	0	0	0	0	0.00237812128418549	0.00778967867575463	0	0.00289113433655695	0.00230981556122744	0.0483494699689355	0	0	0	0.00348153048079936	Soil associated
ASV_1341	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales			uncultured_Acidimicrobiia	ASV_1341	0.0140832447795972	0	0	0	0	0	0	0	0.010421144502195	0.0147878808966675	0.0184896847022188	0	0	0	0.0101854890732337	0.0024438823515036	0.077130232436531	0.0117986506634059	0.0201820872763152	0.0156873510927221	0.014268727705113	0	0.00781913229971851	0	0.00461963112245487	0.00725242049534032	0.0577581583398655	0	0	0.0191484176443965	Rhizhomorph_Soil associated
ASV_234	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales			uncultured_Acidimicrobiia	ASV_234	0.049931504218572	0	0.0948298752038842	0.0285340391408302	0	0	0	0	0	0	0.203386531724406	0	0.196723208516958	0.0248531405332128	0	0	0.0562135592334039	0	0	0.00196091888659026	0.103448275862069	0	0.538403109780617	0.313688075516429	0	0	0.03025427341612	0	0	0.0574452529331894	Rhizhomorph_Soil associated
ASV_911	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales			uncultured_Acidimicrobiia	ASV_911	0.0384088493989015	0	0	0	0	0.00213444893864526	0.0020897768118365	0	0.024750218192713	0.00173975069372559	0.0184896847022188	0	0.0241082363378625	0.0316312697695436	0	0	0.0601354354589902	0.0418315796248029	0.0325155850562856	0.0127459727628367	0.0368608799048751	0.0129827977929244	0.0145212456994772	0.0057822686731139	0.00346472334184115	0.00725242049534032	0.0440062158779928	0.0188176258428728	0.0166980387394499	0.0295930090867946	Core
ASV_175	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales			uncultured_Acidimicrobiia	ASV_175	0	0	0	0	0	0	0.0574688623255036	0	0	0	0	0	0	0	0	0	0	0	0.0078485894963448	1.90895453609561	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_520	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales			uncultured_Acidimicrobiia	ASV_520	0.00256058995992677	0	0	0	0	0.00960502022390369	0	0	0.0169343598160668	0	0.00875827170105099	0	0	0.0813375508359693	0.0226344201627415	0.0342143529210504	0	0.00321781381729253	0.011212270709064	0	0.0118906064209275	0.0168776371308017	0.0089361511996783	0.0896251644332654	0.131659486989964	0.132961042414573	0	0.296377607025247	0.018216042261218	0	Rhizhomorph_Soil associated
ASV_1617	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales			uncultured_Acidimicrobiia	ASV_1617	0.0192044246994508	0	0	0.0501805515924946	0	0	0	0	0	0	0.00681198910081744	0	0.0202509185238045	0	0.00226344201627415	0.0024438823515036	0.00915104452636808	0.00321781381729253	0.0022424541418128	0.00196091888659026	0.0154577883472057	0.00649139889646219	0.0189893212993164	0.0216835075241771	0.00923926224490974	0	0.0137519424618727	0.021953896816685	0.00303600704353634	0.0104445914423981	Rhizhomorph_Soil associated
ASV_401	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales			uncultured_Acidimicrobiia	ASV_401	0.0588935690783156	0.00200906759173068	0	0.0865860498066573	0	0.00213444893864526	0	0.00207309741484752	0	0.00608912742803956	0.0457376411054885	0	0.0356801897800365	0.0926344328965206	0	0	0.0130729207519544	0.0160890690864627	0.0246669955599408	0.00784367554636103	0.093935790725327	0.0168776371308017	0.0592020016978687	0.187923731876202	0.0173236167092058	0.0604368374611693	0.0632589353246146	0.0517484710679003	0.0364320845224361	0.120112801587578	Core
ASV_2185	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales			uncultured_Acidimicrobiia	ASV_2185	0	0	0	0	0	0.00853779575458106	0	0	0	0	0.00583884780070066	0	0	0	0.00565860504068537	0.024438823515036	0	0	0	0	0	0.00519311911716975	0	0.0187923731876202	0.00808435446429603	0.0628543109596161	0	0.0439077936333699	0	0	Soil associated
ASV_1682	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales			uncultured_Acidimicrobiia	ASV_1682	0	0	0	0	0	0.0064033468159358	0	0.00725584095196633	0	0	0.0116776956014013	0	0.0405018370476089	0	0	0.012219411757518	0	0	0	0	0.00951248513674197	0	0.100531700996381	0	0	0	0.00825116547712364	0	0	0.0243707133655955	Non-core
ASV_1453	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales			uncultured_Acidimicrobiia	ASV_1453	0.0192044246994508	0	0.00885078835236253	0	0	0	0	0	0	0	0.0165434021019852	0.00252323478699693	0.030858542512464	0	0.00565860504068537	0.0158852352847734	0.0130729207519544	0	0.0022424541418128	0	0.0107015457788347	0.0324569944823109	0.0223403779991957	0	0.0161687089285921	0.0253834717336911	0.0178775252004346	0	0	0.0400376005291926	Rhizhomorph_Soil associated
ASV_2079	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales				ASV_2079	0	0.00267875678897424	0.00632199168025895	0	0	0.00426889787729053	0.00417955362367299	0	0	0	0.00194628260023355	0.0084107826233231	0	0	0	0.024438823515036	0.00261458415039088	0	0.0134547248508768	0	0	0.0571243102888673	0	0	0.00346472334184115	0.015713577739904	0.00687597123093637	0.0141132193821546	0.0227700528265226	0	Rhizhomorph_Soil associated
