Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU	DR1014-E	DR1014-SAH	DR1018-E	DR1018-SAH	DR1019-E	DR1019-SAH	DR1025-E	DR1025-SAH	DR1027-E	DR1027-H	DR1027-SAH	DR1030-E	DR1030-SAH	DR1035-E	DR1035-H	DR1035-SAH	DR1041-E	DR1041-H	DR1041-SAH	DR1042-E	DR1042-H	DR1042-SAH	DR1043-E	DR1043-H	DR1043-SAH	DR1044-E	DR1044-SAH	DR1045-E	DR1045-H	DR1045-SAH	DR1046-E	DR1046-H	DR1046-SAH	DR1047-E	DR1047-H	DR1047-SAH	DR1048-E	DR1048-H	DR1048-SAH	DR1049-E	DR1049-H	DR1049-SAH	E-1	E-10	E-2	E-3	E-4	E-5	E-6	E-7	E-8	E-9	H-1	H-10	H-2	H-3	H-4	H-5	H-6	H-7	H-8	H-9	SAH-1	SAH-10	SAH-2	SAH-3	SAH-4	SAH-5	SAH-6	SAH-7	SAH-8	SAH-9	Shared
ASV_2988	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00937573247909993	0	0.0969168332424738	0	0.0304136253041363	0	0	0	0	0	0.057518488085456	0	0.00355504994845178	0.0273425751237252	0	0	0.125127734562366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_970	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00963038579325488	0.0812611734113441	0.246601522764403	0	0.00968085449675691	0.0483293425012632	0.0171888428783499	0.0643086816720257	0.0969168332424738	0	0.107830126078301	0	0	0.0279121697059918	0	0.0297695834242959	0.0958641468090934	0	0.031995449536066	0.0382796051732152	0	0.0083795605758434	0.0479656315822402	0.00454655674102813	0.0131038700096095	0.0148108652507479	0.0358482594389747	0.00602720277519203	0.00885078835236253	0	0	0.00960502022390369	0.0146284376828555	0	0	0.0139180055498047	0.0389256520046711	0	0.027001224698406	0	0.00679032604882244	0.0146632941090216	0.0248385494287134	0.00643562763458506	0	0.0274528644122636	0.0249702734839477	0.0220707562479714	0.0290424913989545	0	0	0.0169223144891274	0.0412558273856182	0	0	0.0504821919715907	Rhizhomorph_Soil associated
ASV_748	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0856936010519628	0.129465799451312	0	0.00322695149891897	0.0373454010237033	0.0187514649581999	0.0164510581021461	0.284693197649767	0	0.102300376023004	0	0	0	0	0.0555698890586858	0.0438236099698713	0	0	0.00546851502474503	0	0.0134072969213494	0.348272194531918	0.00909311348205626	0.0196558050144143	0	0.016643834739524	0	0.0227591700489322	0.0875699821908238	0	0.00747057128525843	0	0	0.0312634335065849	0	0.017516543402102	0	0.00578597672108699	0	0.00679032604882244	0	0.0143802128271498	0.0139438598749343	0.0313943579853792	0	0.0261593341260404	0.0350535540408958	0	0.0448125822166327	0.0230981556122744	0.0229659982352443	0.0261286906775582	0.0376352516857456	0.0546481267836541	0.0504821919715907	Rhizhomorph_Soil associated
ASV_2402	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075351269890519	0.0585678616565457	0	0	0.0109839414775598	0	0.104688551559112	0.0212005572717911	0	0	0	0	0	0	0.0416774167940143	0.0191728293618187	0	0	0	0	0	0	0	0	0	0	0.0361632166511522	0	0	0	0	0	0	0	0	0	0.0269145043946339	0	0	0	0	0	0.0257425105383403	0	0	0	0.020772476468679	0	0	0	0	0	0	0	0	Non-core
ASV_2480	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_forest	ASV_2480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0443242764061877	0.0678154187602108	0	0	0	0	0.0239288117849398	0.0121146041553092	0	0.0608272506082725	0	0	0	0	0	0	0.0229103149287137	0	0	0	0.0234627696123615	0.0813330274655377	0	0	0	0	0	0	0	0	0.0181428159784848	0	0	0	0	0	0	0	0.0225937641211026	0.0113172100813707	0.012219411757518	0	0	0	0	0	0	0	0.0115645373462278	0.0346472334184115	0.0435145229720419	0	0	0	0	Non-core
ASV_672	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_forest	ASV_672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0206846623228876	0.0462377855183256	0.00510551395507148	0.00968085449675691	0.239449924210804	0.0234393311977498	0.0463620728333209	0.0514870676600642	0	0.146538376465384	0	0	0.0279121697059918	0	0.176632861650823	0.1615995617639	0.0493452936926141	0.108429023427779	0.0710906953216854	0	0	0.0229400846697671	0	0.0109198916746746	0.0118486922005984	0.00384088493989015	0.0133937839448712	0	0	0	0	0	0.0165847793187802	0.350410983886305	0	0	0	0	0	0	0	0.0104583366015635	0.142656412566636	0.0639099430416648	0.0137264322061318	0	0	0	0	0	0	0	0	0	0	Rhizhomorph
ASV_858	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0265945658437126	0.0215776332418853	0	0	0.180136640231981	0	0	0	0	0.0193541251935413	0	0.00673480039735322	0.052722987222429	0	0.132970805961855	0.136948781155848	0.0722556086213277	0.143979522912297	0.114838815519646	0	0	0.00417092448541219	0.0136396702230844	0.0436795666986984	0.0385082496519447	0.0204847196794141	0	0.0189659750407768	0.015742918146665	0	0	0	0	0	0	0.0496302063059556	0	0.0106076239886595	0	0	0	0.142494836196303	0	0	0	0.0356718192627824	0.0103862382343395	0	0.0101189701779493	0	0.00483494699689355	0.123767482156855	0	0.00910802113060902	0.0731121400967866	Soil associated
ASV_5804	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_forest	ASV_5804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153775180685837	0	0	0	0	0	0	0	0.00620270437910929	0	0	0	0	0.031995449536066	0.0164055450742351	0	0	0	0	0.0349436533589587	0.0296217305014959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_553	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_forest	ASV_553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134825401105568	0.197981767947638	0.246601522764403	0	0.0129078059956759	0.0702972254563828	0.0250019532775998	0.160023928811785	0.118117390514265	0	0.105065251050653	0	0	0.00620270437910929	0	0.0396927778990613	0.0273897562311695	0.0281973106814938	0.145757047886523	0.0355453476608427	0.0050412542640609	0.0167591211516868	0.0917603386790682	0	0.00655193500480475	0	0.0576132740983523	0.00267875678897424	0	0.00590359430499936	0	0.011739469162549	0	0	0.0143290736905181	0	0.035033086804204	0.00925186088565541	0.0395375075940944	0.0384093990058744	0.00792204705695952	0.024438823515036	0.0470625147070358	0.036468556595982	0.0302731309144728	0.00490229721647564	0.0665873959571938	0.0584225900681597	0.0290424913989545	0.0216835075241771	0.0184785244898195	0.0265922084829145	0.0398806331394309	0.0925199937274581	0.0425040986095088	0.0156668871635971	Rhizhomorph_Soil associated
ASV_407	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_forest	ASV_407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115564629519059	0.435855384660845	0.712061896982214	0	0.00484042724837846	0.0856747435249665	0.0109383545589499	0.0329021162042922	0.0938881822036465	0	0.13271400132714	0	0.00673480039735322	0.0155067609477732	0	0	0.0191728293618187	0.0370089702694606	0.0657684240463579	0.0820277253711754	0	0.0167591211516868	0.116785885591541	0	0	0	0.0358482594389747	0.0033484459862178	0	0.0560841458974939	0.0224306805698543	0.0245461627944206	0.00940399565326423	0.0114020357816614	0.0664347962014928	0.0182673822841187	0.0340599455040872	0.00420539131166155	0.0405018370476089	0.0835969272480795	0.014712373105782	0.024438823515036	0.0509843909326222	0.036468556595982	0.0583038076871328	0.0647103232574785	0.0261593341260404	0.0571243102888673	0.0189893212993164	0.0621593882359744	0.0184785244898195	0.0253834717336911	0.0330046619084946	0.0313627097381214	0.0409860950877406	0.0174076524039968	Rhizhomorph_Soil associated
ASV_3425	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_3425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0790843786384306	0	0	0	0	0.011059500110595	0	0	0.00620270437910929	0	0	0.0301287318542865	0.0264349787639004	0.0711009989690355	0.0273425751237252	0	0	0	0	0	0.00592434610029918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_3983	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_3983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0812611734113441	0.141795875589532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_623	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154086172692078	0.261513230796507	0.567183502358127	0	0	0.00659036488653588	0.00312524415969998	0.0358932176774097	0.0605730207765461	0	0.0691218756912188	0	0	0.0279121697059918	0	0.0456466945839205	0.0136948781155848	0.0140986553407469	0	0	0	0.0184350332668555	0.193947988571667	0	0	0	0.0448103242987184	0	0.0290811617291912	0	0	0.0192100404478074	0	0	0	0	0.0457376411054885	0	0.0617170850249279	0.079078174423859	0.0565860504068537	0.0073316470545108	0	0	0	0.00490229721647564	0.0713436385255648	0	0.0748402662973058	0.0925162987698223	0.053125757908231	0.0193397879875742	0	0	0	0.0295930090867946	Rhizhomorph_Soil associated
ASV_4512	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_forest	ASV_4512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00590990352082502	0	0	0	0	0	0.0119644058924699	0.00908595311648192	0	0.0138243751382438	0	0	0	0	0	0	0.0334843064342738	0.0266628746133883	0.00546851502474503	0	0	0.0521365560676524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_5614	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_5614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0295495176041251	0.0770629758638759	0	0	0.00659036488653588	0	0.00897330441935243	0.0151432551941365	0	0	0	0	0	0	0	0	0	0	0	0	0.00502773634550604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_766	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329477121285995	0.564100983323572	0	0	0.0329518244326794	0.00625048831939995	0.0194421595752636	0.0151432551941365	0	0.0387082503870825	0	0	0	0	0	0	0	0.00711009989690355	0	0.0033608361760406	0.0184350332668555	0.0750766407374195	0	0	0	0.00256058995992677	0	0	0	0	0.0266806117330658	0.0177631029006102	0	0.0690400823270416	0	0.00875827170105099	0.00336431304932924	0.0028929883605435	0	0.0407419562929347	0	0.020916673203127	0.0289603243556328	0.05606135354532	0	0.00475624256837099	0.00778967867575463	0	0.00867340300967084	0.0288726945153429	0.00966989399378709	0.0522573813551164	0.0925199937274581	0.0971522253931629	0	Rhizhomorph_Soil associated
ASV_3592	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_3592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00385215431730195	0.0797836975311378	0.172621065935082	0	0	0.00659036488653588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_2519	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0708979377947659	0	0.0145212817451354	0.0615100722743349	0.0125009766387999	0	0.0181719062329638	0	0.08847600088476	0	0	0.0248108175164372	0	0	0.0383456587236374	0	0.0231078246649365	0.0355453476608427	0	0	0	0	0.0131038700096095	0.0325839035516455	0	0	0.149199003654111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_889	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134825401105568	0.193549340307019	0.200363737246077	0	0	0.0175743063640957	0	0	0.0212005572717911	0	0	0	0.00336740019867661	0.0248108175164372	0	0.0198463889495306	0.0191728293618187	0.0511076256102074	0.0408830744071954	0.136712875618626	0	0	0.0604784050384768	0.00606207565470417	0.052415480038438	0.159957344708078	0.0102423598397071	0.00535751357794847	0.00758639001631074	0.0619877402024933	0	0	0	0	0.0390792918832311	0	0.0126508369015181	0	0	0.0158156348847718	0	0	0.0104583366015635	0.0160890690864627	0.0594250347580392	0	0.0166468489892985	0.0155793573515093	0	0.0245746418607341	0	0	0.0316294676623073	0.0313627097381214	0.0561661303054223	0.0957420882219824	Rhizhomorph_Soil associated
ASV_685	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00963038579325488	0.0797836975311378	0.188033661107857	0	0.0242021362418923	0.0285582478416555	0.0203140870380498	0.085246391983848	0.0969168332424738	0	0.11059500110595	0	0.0151533008940448	0.0186081131373279	0.00582988398530869	0.0833548335880287	0.0821692686935086	0.0546322894453941	0.00711009989690355	0.0246083176113526	0	0.0167591211516868	0.237742695668495	0.00303103782735209	0	0	0.00640147489981692	0	0	0	0	0.00747057128525843	0.0020897768118365	0	0.0755532976409134	0	0.00681198910081744	0	0.001928658907029	0.00903750564844103	0.0282930252034268	0.0158852352847734	0.0235312573535179	0.0707919039804357	0.095304301027044	0.00784367554636103	0.0107015457788347	0.0181759169100941	0	0.0144556716827847	0.0150138011479783	0.0265922084829145	0.01512713670806	0.0768386388583974	0.110814257089076	0.0104445914423981	Rhizhomorph_Soil associated
ASV_2629	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0184951142073302	0	0	0	0.00781311039924994	0.0523442757795558	0.0514870676600642	0	0.0635921256359212	0	0	0	0	0	0.00547795124623391	0.00352466383518672	0.0177752497422589	0.0136712875618626	0	0	0.112614961106129	0	0	0	0	0	0	0	0	0.0128066936318716	0	0	0	0	0.00291942390035033	0	0.011571953442174	0.0316312697695436	0.0124489310895078	0.0048877647030072	0	0	0	0	0	0	0.0089361511996783	0.0173468060193417	0.0150138011479783	0	0	0.0203857613297789	0	0.0139261219231974	Non-core
ASV_2648	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00841850049669153	0.0713311003597569	0	0	0	0	0	0.0464823777103328	0	0	0	0.0227327837051406	0.12011880842142	0.139222133357031	0	0	0	0	0	0	0	0	0	0	0.0145971195017517	0	0	0	0	0	0	0	0	0	0.0963139120095125	0	0	0	0.00461963112245487	0	0	0	0	0.0191484176443965	Non-core
ASV_4217	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_4217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177297105624751	0.0184951142073302	0	0	0	0.00781311039924994	0.0149555073655874	0.0242292083106184	0	0.0359433753594338	0	0	0	0	0.0535852501637327	0.0246507806080526	0	0	0.00546851502474503	0	0	0.00417092448541219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_986	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154125951727752	0.00510551395507148	0.00484042724837846	0.199907734891589	0	0.00747775368279369	0.0484584166212369	0	0.0691218756912188	0	0	0.0186081131373279	0	0	0.142426732402082	0.0845919320444813	0.0799886238401649	0.267957236212506	0	0	0	0	0	0.0296217305014959	0.0076817698797803	0	0	0	0	0	0.00313466521775474	0	0.0651321531387185	0.00608912742803956	0.00291942390035033	0	0	0.0112968820605513	0.00565860504068537	0	0.0065364603759772	0.0225246967210477	0.0695160783961968	0.00490229721647564	0.00356718192627824	0.0311587147030185	0	0.0477037165531896	0.0103941700255235	0.0108786307430105	0.00687597123093637	0.0360671161988396	0.10777825004554	0	Rhizhomorph_Soil associated
ASV_2693	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251170899635063	0.0369902284146605	0	0	0.0351486127281914	0.0171888428783499	0.0239288117849398	0.0121146041553092	0	0.0138243751382438	0	0.00505110029801492	0	0	0.101216583642606	0.0219118049849356	0.019385651093527	0	0	0	0	0	0	0	0	0	0.00602720277519203	0.00505759334420716	0	0	0	0.00313466521775474	0.0943259323755623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_3153	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_3153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0916035045727878	0.0986406091057612	0	0	0.00439357659102392	0	0.0149555073655874	0.00605730207765461	0	0.0055297500552975	0	0	0	0	0	0	0	0	0	0	0.0134072969213494	0.0333673958832975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_1426	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1426	0	0.0878605945233563	0.00837170364169108	0.02096381122088	0	0.034706154558075	0	0.0130517065106263	0	0	0.0188212518821252	0	0.0232396002788752	0	0.0154474614671656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032016734079679	0	0	0	0	0	0	0.00867896508163049	0.0225937641211026	0.00905376806509659	0	0	0	0	0	0.00475624256837099	0	0.0268084535990349	0.0173468060193417	0.100476976913393	0.0785678886995201	0.00412558273856182	0.0156813548690607	0	0	Soil associated
ASV_3992	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_3992	0	0.031727436911212	0	0	0.0827105426402387	0.0144608977325312	0	0	0	0.00471253534401508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_5950	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_5950	0	0.0366085810513984	0	0	0.0265855315629339	0	0	0	0	0	0	0	0.0165997144849109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00436795666986984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_2020	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0221621382030938	0.0400727474492155	0	0.0193617089935138	0.0219678829551196	0	0.0254243625214985	0.0514870676600642	0	0.0525326255253263	0	0	0	0	0	0.0109559024924678	0	0.0515482242525507	0.0355453476608427	0.0050412542640609	0.0083795605758434	0.114700423348835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375411612017462	0.011212270709064	0	0	0.0181759169100941	0	0	0	0	0.0055007769847491	0.14740473576917	0	0	Non-core
ASV_1205	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		ASV_1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0308172345384156	0.261513230796507	0.166456027865972	0	0.00322695149891897	0	0.00312524415969998	0.0269199132580573	0.039372463504755	0	0	0	0	0	0	0	0.0109559024924678	0	0	0.0246083176113526	0.0067216723520812	0.0201109453820242	0.0563074805530646	0.0106086323957323	0.00873591333973967	0.0177730383008975	0	0	0	0	0.00517631090073561	0.0426889787729053	0	0	0	0	0	0.00168215652466462	0	0.0271125169453231	0.0475322823417571	0.012219411757518	0	0	0	0	0.00475624256837099	0.0259655955858487	0	0.057822686731139	0.0473512190051624	0.0278009452321379	0	0.0297945742512153	0.018216042261218	0.00522229572119904	Soil associated
ASV_212	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		ASV_212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154086172692078	0.249693423754857	0.480872969390586	0	0.0580851269805415	0.131807297730718	0.0390655519962497	0.0987063486128767	0.330122963232176	0.00446737697960642	0.179716876797169	0	0.0185207010927214	0.0248108175164372	0	0.0912933891678409	0.0849082443166256	0.0669686128685477	0.0728785239432614	0.0874962403959205	0.0285671074963451	0.142452529789338	0.861295906237618	0	0	0	0.129309792976302	0.00401813518346136	0.147934605318059	0.0944575088799898	0	0.0256133872637432	0.020897768118365	0	0.00390792918832311	0.0287058864464722	0.128454651615415	0	0.138863441306088	0.0971531857207411	0.0045268840325483	0.0293265882180432	0.256229246738306	0.0461219980478596	0.005606135354532	0.0696126204739541	0.131985731272295	0.00908795845504706	0.110584871096019	0.119982074967113	0.0103941700255235	0.0253834717336911	0.170524086527222	0.0329308452250274	0	0.153187341155172	Core
ASV_531	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		ASV_531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177297105624751	0.394562436423045	0	0.0387234179870277	0.199907734891589	0	0.0358932176774097	0.0666303228542007	0	0.212895377128954	0	0	0.0217094653268825	0	0.0436620556889674	0.0876472199397425	0.0405336341046473	0.0106651498453553	0.0929647554206655	0	0	0.0583929427957707	0.0136396702230844	0.0109198916746746	0.0296217305014959	0.043530029318755	0	0	0.0216465124516643	0	0	0	0.00414619482969505	0.0429872210715542	0	0.0428182172051382	0	0.0106076239886595	0.0225937641211026	0	0.0024438823515036	0.0222239652783225	0.0471946026536238	0.0740009866798224	0	0.0523186682520809	0.00259655955858487	0.0100531700996381	0.0737239255822022	0	0.0253834717336911	0.0316294676623073	0.0580210130155245	0.183678426133949	0.0731121400967866	Rhizhomorph_Soil associated
ASV_852	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		ASV_852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1181980704165	0.641163959187448	0	0.00322695149891897	0.0175743063640957	0	0	0	0	0.0718867507188675	0	0	0	0	0	0	0	0	0	0.0117629266161421	0	0.302392025192384	0	0	0	0	0	0.00379319500815537	0	0	0.0234789383250979	0	0	0.0169343598160668	0	0.0253016738030362	0	0.011571953442174	0.0564844103027564	0.0588494924231278	0.006109705878759	0	0.0107260460576418	0.016818406063596	0	0.0309155766944114	0	0.021223359099236	0.054931552394582	0.0542806656888447	0.0108786307430105	0.0137519424618727	0.0987925356750823	0.0212520493047544	0	Non-core
ASV_2023	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		ASV_2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192607715865098	0.239351092593413	0.0770629758638759	0	0	0.00439357659102392	0	0.0104688551559112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187691601843549	0	0	0	0.0396891443788649	0	0	0	0	0.00426889787729053	0	0	0	0	0.0253016738030362	0	0.0298942130589495	0	0	0	0	0.0150164644806985	0	0	0.0166468489892985	0	0.0145212456994772	0	0	0	0.01512713670806	0.0188176258428728	0	0	Non-core
ASV_1137	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		ASV_1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115564629519059	0.104900787494644	0.197281218211522	0	0.00322695149891897	0.0505261307967751	0.00781311039924994	0.0523442757795558	0.106002786358956	0	0.0608272506082725	0	0	0	0	0.0516006112687796	0.112298000547795	0.00704932767037344	0	0	0	0.00502773634550604	0.0187691601843549	0	0	0	0	0	0	0	0	0	0	0	0.0286581473810361	0	0	0	0	0	0	0	0.0248385494287134	0.0396863704132746	0.0818495761761672	0	0	0.00389483933787731	0	0	0	0.00241747349844677	0.0495069928627419	0.0486122000940881	0.115368267654381	0	Non-core
ASV_2729	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_soil	ASV_2729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00885943618548116	0.0168370009933831	0.0403175784642104	0	0	0.0219118049849356	0.0634439490333609	0	0.0574194077598228	0	0	0	0.034856935014549	0.0567834367083079	0.0325839035516455	0.0115226548196705	0	0	0	0	0	0	0	0.00260528612554874	0	0.00681198910081744	0	0	0	0	0	0.0065364603759772	0.0117986506634059	0.0100910436381576	0	0.00832342449464923	0.00649139889646219	0	0.0101189701779493	0.00692944668368231	0.00362621024767016	0.0192527194466218	0	0.0227700528265226	0.0104445914423981	Non-core
ASV_3388	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_3388	0	0.00976228828037292	0	0	0	0	0	0.00870113767375084	0	0	0.00537750053775005	0	0	0.018173007026896	0.0720881535134393	0.00827791727601336	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0310135218955465	0.00971647330884782	0.0198463889495306	0.0219118049849356	0	0	0.00546851502474503	0	0	0	0	0.0174718266794793	0.0177730383008975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_4295	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105445838184574	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114838815519646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
