Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU	DR1041-E	DR1041-H	DR1041-SAH	DR1042-E	DR1042-H	DR1042-SAH	DR1043-E	DR1043-H	DR1043-SAH	DR1044-E	DR1044-SAH	DR1045-E	DR1045-H	DR1045-SAH	DR1046-E	DR1046-H	DR1046-SAH	DR1047-E	DR1047-H	DR1047-SAH	DR1048-E	DR1048-H	DR1048-SAH	DR1049-E	DR1049-H	DR1049-SAH	Shared
ASV_909	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_909	0	0.00590990352082502	0	0	0	0	0	0	0	0	0	0	0.00336740019867661	0	0	0.0158771111596245	0	0	0	0	0.520929607286293	0.20278536593541	0	0	0	0	Rhizhomorph
ASV_3591	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_3591	0	0.0458017522863939	0	0	0	0	0.00625048831939995	0.0104688551559112	0	0	0	0	0	0	0	0.0793855557981225	0	0	0	0	0	0.0435737149943857	0.0104273112135305	0	0	0	Rhizhomorph
ASV_2733	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_2733	0	0	0.00616503806911008	0	0	0	0	0	0	0	0	0	0	0.00620270437910929	0.0194329466176956	0	0	0.0123363234231535	0	0	0	0	0	0.201564015518914	0	0	Non-core
ASV_502	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.530519442663091	0	0.0136948781155848	0	0	0	0	0	0	0.0121241513094083	0	0	Non-core
ASV_1013	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0388658932353913	0	0	0	0	0	0.483960409349846	0.155859826710687	0.00417092448541219	0	0	0	Non-core
ASV_1506	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_1506	0	0	0	0	0.0177482332440543	0.0285582478416555	0	0.0164510581021461	0	0.00446737697960642	0	0	0.0168370009933831	0	0	0.0972473058527001	0	0.107502246973195	0.156422197731878	0	0	0	0	0.0272793404461688	0.0502315017035031	0.00592434610029918	Rhizhomorph
ASV_2401	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_2401	0.00577823147595293	0.0458017522863939	0.0462377855183256	0	0.00645390299783794	0.0373454010237033	0.00312524415969998	0	0.0575443697377188	0	0.0608272506082725	0	0	0.00620270437910929	0	0	0.0191728293618187	0.00704932767037344	0	0.0601536652721953	0	0.00502773634550604	0.0354528581260036	0	0	0	Soil associated
ASV_4991	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_4991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191728293618187	0	0	0	0	0	0	0.0545586808923375	0.0567834367083079	0.0177730383008975	Non-core
ASV_452	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_452	0.0077043086346039	0	0	0	0.0161347574945949	0.0219678829551196	0.0156262207984999	0.0388843191505272	0.0151432551941365	0	0.0746516257465163	0	0	0	0	0.672792585389088	0.0712133662010408	0.255538128051037	0.223968146752462	0.0164055450742351	0	0	0	0.0394034917555771	0.0305756966890888	0	Rhizhomorph_Soil associated
ASV_3808	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_3808	0	0	0	0	0	0	0	0.0269199132580573	0	0	0.011059500110595	0.00531566171128869	0	0.0217094653268825	0	0.0694623613233572	0	0	0	0	0	0.0385459786488797	0.0354528581260036	0	0	0	Non-core
ASV_1416	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_1416	0	0.0310269934843314	0.0154125951727752	0	0.00968085449675691	0.0219678829551196	0.00312524415969998	0	0.0121146041553092	0	0	0	0.10944050645699	0.0186081131373279	0	0.0813701946930756	0.0356066831005204	0.0757802724565145	0.047993174304099	0	0	0.0351941544185423	0	0.0318258971871969	0.0283917183541539	0	Rhizhomorph_Soil associated
ASV_51	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_51	0.082821317821992	1.29131391930027	0.144878394624087	0.0204220558202859	0.212978798928652	0.193317370005053	0.0656301273536995	0.460629626860091	0.433097098552305	0.0692443431838996	0.447909754479098	0.00708754894838492	0.40745542403987	0.0992432700657487	0.0155463572941565	1.33764661519836	0.284853464804163	0.377139030364979	0.31995449536066	0.0656221802969404	0.196608916298375	1.21168445926696	0.623553210569123	0.201564015518914	0.0939110684022015	0.0207352113510471	Core
ASV_140	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_140	0.0288911573797646	0.39448606001507	0.175703584969637	0	0.0484042724837846	0.0834779552294545	0.0359403078365497	0.18993494354296	0.160518505057847	0.0580759007348835	0.298606502986065	0.0124032106596736	0.144798208543094	0.0310135218955465	0.00777317864707826	0.101216583642606	0.0712133662010408	0.377139030364979	0.223968146752462	0.0574194077598228	0.0403300341124872	0.542995525314652	0.611040437112886	0.0106086323957323	0.00436795666986984	0	Core
ASV_4587	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_4587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166709667176057	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_122	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidicapsa	Acidicapsa_sp.	ASV_122	0	0	0	0.558202859087815	0.0467907967343251	0.00439357659102392	1.15790296116884	0.0747775368279369	0	0.419933436083004	0	0.0478409554015982	0.400720623642517	0.0620270437910929	0.301210672574282	0	0	0	0	0	0.0907425767530962	0	0	0.0545586808923375	0	0	Stipe
ASV_356	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidicapsa	Acidicapsa_sp.	ASV_356	0	0	0	0	0	0	0	0	0	0	0	0.0708754894838493	1.353694879868	0.176777074804615	0.101051322412017	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_380	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidicapsa		ASV_380	0.0077043086346039	0.0339819452447439	0	0	0	0	0.143761231346199	0.0448665220967621	0.0181719062329638	0	0.0304136253041363	0.0744192639580417	0.121226407152358	0.00930405656866394	0.297324083250743	0.494175084843313	0.123253903040263	0	0	0	0.0941034129291368	0.0737401330674219	0.00834184897082438	0.0166707080504365	0.00436795666986984	0	Core
ASV_1730	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidicapsa	Acidicapsa_sp.	ASV_1730	0.0269650802211137	0.0236396140833001	0	0	0	0	0	0.0104688551559112	0	0.0558422122450803	0.0304136253041363	0	0.0319903018874278	0	0	0	0	0	0	0	0.117629266161421	0.155859826710687	0	0	0	0	Rhizhomorph
ASV_1765	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidicapsa	Acidicapsa_sp.	ASV_1765	0.0481519289662744	0.0206846623228876	0	0	0	0	0	0	0	0.0491411467756707	0.0414731254147313	0	0	0	0	0	0	0	0	0	0.131072610865583	0.159211650941025	0	0	0	0	Non-core
ASV_23	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidicapsa	Acidicapsa_sp.	ASV_23	1.15179414087328	0.916035045727879	0.0554853426219907	0.124234172906739	0.0306560392397302	0	0	0.303596799521424	0	1.3201098974737	0.981530634815306	0.0832787001435229	1.19374337043086	0.210891948889716	0.270117957985969	0.0912933891678409	0.0191728293618187	0.0123363234231535	0.00711009989690355	0	4.40101497252516	4.98919036685716	0.264853704823674	0.0848690591658584	0	0	Core
ASV_1803	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidicapsa	Acidicapsa_sp.	ASV_1803	0.0365954660143685	0.0162522346822688	0	0	0	0	0	0.00747775368279369	0	0.031271638857245	0.0276487502764875	0	0.038725102284781	0	0	0	0	0	0	0	0.115948848073401	0.122341584407314	0.0125127734562366	0	0	0	Rhizhomorph
ASV_3031	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidicapsa	Acidicapsa_sp.	ASV_3031	0	0	0	0	0	0	0	0	0	0	0.0359433753594338	0	0	0	0	0.150832556016433	0.0109559024924678	0	0	0	0	0.0184350332668555	0.0187691601843549	0	0	0	Non-core
ASV_162	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidicapsa	Acidicapsa_sp.	ASV_162	0.00577823147595293	0.171387202103926	0	0.010211027910143	0.00806737874729743	0.0285582478416555	0.0109383545589499	0.409780901817094	0.0151432551941365	0.111684424490161	0.315195753151958	0	0.10944050645699	0.043418930653765	0.00388658932353913	0.994304086371485	0.0849082443166256	0.0475829617750207	0.0515482242525507	0	0.137794283217665	0.306691917075869	0.0521365560676524	0.0121241513094083	0	0	Core
ASV_1337	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_1337	0.00963038579325488	0.0723963181301065	0.0554853426219907	0	0.0242021362418923	0.0131807297730718	0.0109383545589499	0.0553353772526733	0.0151432551941365	0.0223368848980321	0.00829462508294625	0	0	0	0	0.0972473058527001	0.00547795124623391	0	0	0	0	0.0737401330674219	0.120956810076954	0	0	0	Rhizhomorph_Soil associated
ASV_1312	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			ASV_1312	0	0	0	0	0.0112943302462164	0	0	0	0	0	0	0	0.00841850049669153	0	0	0.0813701946930756	0.0136948781155848	0.148035881077842	0.204415372035977	0	0	0	0	0.0287948593598448	0.0982790250720713	0.0177730383008975	Rhizhomorph
ASV_248	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_248	0.0154086172692078	0.197981767947638	0.151043432693197	0	0.0726064087256768	0.0834779552294545	0.0218767091178998	0.0463620728333209	0.0514870676600642	0.00893475395921285	0.0829462508294625	0.00354377447419246	0.0572458033775024	0.0465202828433197	0	0.488221168158454	0.0629964393316899	0.405336341046473	0.135091898041167	0.0410138626855877	0.0302475255843654	0.0284905059578676	0.0813330274655377	0.0848690591658584	0.240237616842841	0.0770164993038893	Core
ASV_3752	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		ASV_3752	0.0250390030624627	0.0147747588020626	0	0.0068073519400953	0	0	0	0	0.00605730207765461	0	0	0	0.00841850049669153	0.00930405656866394	0	0	0	0	0	0	0	0	0	0.0439500484966052	0.00655193500480475	0	Non-core
ASV_1465	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			ASV_1465	0	0	0	0.117426820966644	0	0	0	0	0	0	0	0.409305951769229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_26	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			ASV_26	0	0	0	3.47345132743363	0	0	0	0	0	0	0	12.243740808335	0.0993383058609601	0	0	0.0138924722646714	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_1593	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			ASV_1593	0	0	0	0.110619469026549	0	0	0	0	0	0	0	0.373868207027305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_2912	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter		ASV_2912	0	0.0192071864426813	0	0	0	0.0395421893192153	0.00468786623954997	0.0463620728333209	0.0333151614271004	0	0.0165892501658925	0	0	0	0	0.0436620556889674	0.0301287318542865	0	0	0	0	0	0.0291964713978853	0	0.00436795666986984	0	Rhizhomorph_Soil associated
ASV_1092	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter		ASV_1092	0.00963038579325488	0.224576333791351	0.138713356554977	0	0	0.0131807297730718	0	0.109175203768788	0.0424011145435823	0	0.0414731254147313	0	0	0	0	0.0972473058527001	0	0	0	0	0	0	0.0542220183103585	0	0	0	Soil associated
ASV_6342	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			ASV_6342	0	0.01181980704165	0.00616503806911008	0	0	0	0	0	0.0151432551941365	0	0	0	0	0	0	0.0198463889495306	0.0219118049849356	0	0	0	0	0	0.0396237826114158	0	0	0	Non-core
ASV_5680	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter		ASV_5680	0	0	0	0	0	0	0	0.0134599566290286	0	0	0	0	0	0	0	0	0	0.0511076256102074	0.0426605993814213	0	0	0	0	0	0	0	Non-core
ASV_238	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter		ASV_238	0.0288911573797646	1.3223409127846	0.258931598902623	0	0	0	0.00468786623954997	0.0942196964032005	0.0181719062329638	0	0.00829462508294625	0	0	0	0	0.186556056125588	0.0109559024924678	0	0	0	0.0084020904401015	0.0737401330674219	0.271110091551792	0	0	0	Rhizhomorph_Soil associated
ASV_115	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			ASV_115	0.0462258518076234	0.469837329905589	0.268179156006288	0.00510551395507148	0.0354964664881087	0.344895762395378	0.0468786623954996	0.279667987736484	0.172633109213156	0.00893475395921285	0.403671754036718	0.0124032106596736	0.112807906655666	0.213993301079271	0.0136030626323869	0.676761863178995	0.265680635442345	0.24143947271029	0.239965871520495	0.144915648155743	0.0268866894083248	0.15250800248035	0.189777064086255	0.0106086323957323	0.0502315017035031	0.0236973844011967	Core
ASV_320	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			ASV_320	0	0.37084644593177	0.110970685243981	0	0.00322695149891897	0.0768875903429187	0.0531291507148996	0.203394900171988	0.121146041553092	0	0.105065251050653	0	0.0420925024834576	0.0465202828433197	0	0.508067557107984	0.101342098055327	0.0563946213629875	0.103096448505101	0.0382796051732152	0	0	0.0667347917665951	0	0	0	Rhizhomorph_Soil associated
ASV_1290	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter		ASV_1290	0	0.0517116558072189	0.0616503806911008	0	0.00806737874729743	0.0768875903429187	0.00781311039924994	0.0373887684139684	0.0636016718153734	0.00670106546940964	0.129949126299491	0	0	0.0155067609477732	0	0.0793855557981225	0.057518488085456	0.019385651093527	0.0284403995876142	0.0246083176113526	0	0.0100554726910121	0.0250255469124731	0	0	0	Rhizhomorph_Soil associated
ASV_1282	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Terracidiphilus		ASV_1282	0	0	0	0	0	0	0	0	0	0	0	0	0.00505110029801492	0	0.0816183757943217	0.0218310278444837	0	0	0	0	0.127711774689543	0.0754160451825906	0	0	0	0	Non-core
ASV_1738	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Terracidiphilus	uncultured_Acidobacteria	ASV_1738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454730950854078	0.031754222319249	0.0109559024924678	0	0	0	0	0	0	0	0	0	Non-core
ASV_2114	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Terracidiphilus		ASV_2114	0	0.0384143728853626	0	0	0	0	0.0125009766387999	0.0418754206236447	0.039372463504755	0.0178695079184257	0	0	0.0168370009933831	0.0155067609477732	0	0.0992319447476532	0	0.00704932767037344	0.0497706992783249	0	0	0	0	0.00606207565470417	0.00436795666986984	0	Rhizhomorph
ASV_296	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Terracidiphilus		ASV_296	0.0115564629519059	0.34720683184847	0.135630837520422	0	0.00968085449675691	0.155971968981349	0.0140635987186499	0.171988334704255	0.0726876249318553	0	0.124419376244194	0	0.0101022005960298	0.0279121697059918	0.00582988398530869	0.66088475201937	0.134209805532731	0.0387713021870539	0.0622133740979061	0	0.0084020904401015	0.0134072969213494	0.0583929427957707	0	0.0589674150432428	0.0236973844011967	Core
ASV_5410	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			ASV_5410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112286111716302	0	0	0	0	Non-core
ASV_1219	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			ASV_1219	0	0.0354594211249501	0.0369902284146605	0	0.0112943302462164	0.230662771028756	0.00312524415969998	0	0.0302865103882731	0	0.118889626188896	0	0	0	0	0.0138924722646714	0.0328677074774034	0.0528699575278008	0.047993174304099	0.090230497908293	0	0	0.0291964713978853	0	0	0	Rhizhomorph_Soil associated
ASV_706	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter		ASV_706	0.0173346944278588	0.342774404207851	0.0524028235874357	0	0.00484042724837846	0.0131807297730718	0.0187514649581999	0.110670754505347	0.0454297655824096	0	0.0718867507188675	0	0	0	0	0.182586778335682	0.0273897562311695	0	0	0	0	0.0251386817275302	0.0521365560676524	0	0	0	Rhizhomorph_Soil associated
ASV_1729	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			ASV_1729	0.0115564629519059	0.122630498057119	0.083228013932986	0	0	0.00878715318204785	0.00468786623954997	0.0164510581021461	0.0757162759706827	0	0.0525326255253263	0	0	0	0	0.0496159723738266	0.0191728293618187	0	0.0106651498453553	0	0	0	0.0396237826114158	0	0	0	Rhizhomorph_Soil associated
ASV_5874	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter		ASV_5874	0	0	0	0	0	0.0175743063640957	0.00312524415969998	0.00897330441935243	0	0	0	0	0	0.0124054087582186	0	0	0.00547795124623391	0	0.0604358491236802	0.00820277253711755	0	0	0	0	0	0	Non-core
ASV_4794	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			ASV_4794	0	0	0.00616503806911008	0	0.00806737874729743	0.0307550361371675	0.00625048831939995	0.00598220294623495	0.0272578593494458	0	0.0193541251935413	0	0	0	0	0	0.0219118049849356	0	0	0.0246083176113526	0	0	0.0166836979416488	0	0	0.0118486922005984	Soil associated
ASV_1070	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1070	0.0192607715865098	0.218666430270526	0.181868623038747	0	0	0.00439357659102392	0.0140635987186499	0.091228594930083	0.0817735780483373	0	0.08847600088476	0	0	0.00620270437910929	0	0	0.0164338537387017	0	0	0	0	0.0234627696123615	0.0563074805530646	0	0	0	Soil associated
ASV_1565	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1565	0	0.0162522346822688	0	0	0.0177482332440543	0.0329518244326794	0.0562543948745996	0.034397666940851	0.151432551941365	0	0.0414731254147313	0	0	0.0155067609477732	0	0.0297695834242959	0.0547795124623391	0.00704932767037344	0	0.0628879227845678	0	0.0100554726910121	0.0813330274655377	0	0	0	Rhizhomorph_Soil associated
ASV_3948	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_Acidobacteria	ASV_3948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714470002183103	0.0821692686935086	0.0123363234231535	0	0.0300768326360977	0	0	0	0	0.0152878483445444	0.0118486922005984	Non-core
ASV_3448	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_3448	0	0.00738737940103128	0.0431552664837705	0	0	0	0.0125009766387999	0.034397666940851	0.0333151614271004	0	0.0248838752488388	0	0	0	0	0	0	0.00704932767037344	0	0.00820277253711755	0	0.0100554726910121	0.0604784050384768	0	0.00436795666986984	0	Rhizhomorph_Soil associated
ASV_2306	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2306	0	0.0517116558072189	0.178786104004192	0	0	0	0	0	0.0333151614271004	0	0.0580623755806237	0	0.0202044011920597	0	0	0	0	0	0	0	0	0	0.104273112135305	0	0	0	Non-core
ASV_3923	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_3923	0	0	0	0	0	0	0	0	0.00605730207765461	0	0	0	0	0.0217094653268825	0	0	0.0465625855929882	0.0740179405389211	0.031995449536066	0.0464823777103328	0	0	0	0	0	0	Non-core
ASV_1622	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1622	0	0.0369368970051564	0.083228013932986	0	0	0	0	0.0119644058924699	0	0	0	0	0	0.0248108175164372	0	0.0238156667394368	0	0.0370089702694606	0.0977638735824238	0.0191398025866076	0	0	0.104273112135305	0.00909311348205626	0.026207740019219	0.115524748955834	Rhizhomorph_Soil associated
ASV_1979	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_1979	0	0.0103423311614438	0.0369902284146605	0	0.0258156119913518	0.0615100722743349	0.0234393311977498	0	0.0424011145435823	0	0.0967706259677063	0	0.00336740019867661	0.0341148740851011	0	0	0	0	0.0337729745102919	0.0437481201979602	0	0	0.0917603386790682	0	0	0	Rhizhomorph_Soil associated
ASV_2988	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2988	0	0	0	0	0	0	0.00937573247909993	0	0.0969168332424738	0	0.0304136253041363	0	0	0	0	0	0.057518488085456	0	0.00355504994845178	0.0273425751237252	0	0	0.125127734562366	0	0	0	Soil associated
ASV_970	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_970	0.00963038579325488	0.0812611734113441	0.246601522764403	0	0.00968085449675691	0.0483293425012632	0.0171888428783499	0.0643086816720257	0.0969168332424738	0	0.107830126078301	0	0	0.0279121697059918	0	0.0297695834242959	0.0958641468090934	0	0.031995449536066	0.0382796051732152	0	0.0083795605758434	0.0479656315822402	0.00454655674102813	0.0131038700096095	0.0148108652507479	Rhizhomorph_Soil associated
ASV_748	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_748	0	0.0856936010519628	0.129465799451312	0	0.00322695149891897	0.0373454010237033	0.0187514649581999	0.0164510581021461	0.284693197649767	0	0.102300376023004	0	0	0	0	0.0555698890586858	0.0438236099698713	0	0	0.00546851502474503	0	0.0134072969213494	0.348272194531918	0.00909311348205626	0.0196558050144143	0	Rhizhomorph_Soil associated
ASV_2402	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_2402	0	0.075351269890519	0.0585678616565457	0	0	0.0109839414775598	0	0.104688551559112	0.0212005572717911	0	0	0	0	0	0	0.0416774167940143	0.0191728293618187	0	0	0	0	0	0	0	0	0	Non-core
ASV_2480	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_forest	ASV_2480	0	0.0443242764061877	0.0678154187602108	0	0	0	0	0.0239288117849398	0.0121146041553092	0	0.0608272506082725	0	0	0	0	0	0	0.0229103149287137	0	0	0	0.0234627696123615	0.0813330274655377	0	0	0	Non-core
ASV_672	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_forest	ASV_672	0	0.0206846623228876	0.0462377855183256	0.00510551395507148	0.00968085449675691	0.239449924210804	0.0234393311977498	0.0463620728333209	0.0514870676600642	0	0.146538376465384	0	0	0.0279121697059918	0	0.176632861650823	0.1615995617639	0.0493452936926141	0.108429023427779	0.0710906953216854	0	0	0.0229400846697671	0	0.0109198916746746	0.0118486922005984	Rhizhomorph_Soil associated
ASV_858	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_858	0	0.0265945658437126	0.0215776332418853	0	0	0.180136640231981	0	0	0	0	0.0193541251935413	0	0.00673480039735322	0.052722987222429	0	0.132970805961855	0.136948781155848	0.0722556086213277	0.143979522912297	0.114838815519646	0	0	0.00417092448541219	0.0136396702230844	0.0436795666986984	0.0385082496519447	Rhizhomorph_Soil associated
ASV_5804	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_forest	ASV_5804	0	0	0	0	0	0.0153775180685837	0	0	0	0	0	0	0	0.00620270437910929	0	0	0	0	0.031995449536066	0.0164055450742351	0	0	0	0	0.0349436533589587	0.0296217305014959	Non-core
ASV_553	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_forest	ASV_553	0.0134825401105568	0.197981767947638	0.246601522764403	0	0.0129078059956759	0.0702972254563828	0.0250019532775998	0.160023928811785	0.118117390514265	0	0.105065251050653	0	0	0.00620270437910929	0	0.0396927778990613	0.0273897562311695	0.0281973106814938	0.145757047886523	0.0355453476608427	0.0050412542640609	0.0167591211516868	0.0917603386790682	0	0.00655193500480475	0	Rhizhomorph_Soil associated
ASV_407	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales			uncultured_forest	ASV_407	0.0115564629519059	0.435855384660845	0.712061896982214	0	0.00484042724837846	0.0856747435249665	0.0109383545589499	0.0329021162042922	0.0938881822036465	0	0.13271400132714	0	0.00673480039735322	0.0155067609477732	0	0	0.0191728293618187	0.0370089702694606	0.0657684240463579	0.0820277253711754	0	0.0167591211516868	0.116785885591541	0	0	0	Rhizhomorph_Soil associated
ASV_3425	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_3425	0	0	0	0	0	0.0790843786384306	0	0	0	0	0.011059500110595	0	0	0.00620270437910929	0	0	0.0301287318542865	0.0264349787639004	0.0711009989690355	0.0273425751237252	0	0	0	0	0	0.00592434610029918	Soil associated
ASV_3983	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_3983	0	0.0812611734113441	0.141795875589532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_623	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales				ASV_623	0.0154086172692078	0.261513230796507	0.567183502358127	0	0	0.00659036488653588	0.00312524415969998	0.0358932176774097	0.0605730207765461	0	0.0691218756912188	0	0	0.0279121697059918	0	0.0456466945839205	0.0136948781155848	0.0140986553407469	0	0	0	0.0184350332668555	0.193947988571667	0	0	0	Rhizhomorph_Soil associated
